CollectionLTR,FAT,SNF, Amount
849.6,6.43,8.94,28844.352
1797.6,3.62,8.21,34960.19
25.6,8.51,8.7,998.74
1188.5,4.08,8.41,25856.045
150.1,3.54,8.25,3127.95
12699.2,4.96,8.62,342423.391
14122.1,4.96,8.62,379128.454
11585.9,4.51,8.57,282091.867
28960.5,3.7,8.41,659750.034
6665.2,3.58,8.17,131522.99
128.1,3.53,8.51,3207.71
52097.9,3.51,8.47,1115331.89
1859.1,4.8,8.45,44535.601
74.9,3.49,8.5,1455.25
26.5,4.39,8.48,559.61
392,3.72,8.28,7514.725
1043.1,3.53,8.29,19684.85
321.4,7.02,8.61,10985.854
320.9,3.5,8.31,5862.558
997.6,7.45,8.95,37971.277
3708.2,3.78,8.33,77751.105
4225.9,3.56,8.06,76070.17
149.9,3.39,8.27,2756.61
2106.9,3.54,8.29,43837.085
253,5.42,8.08,6886.259
9152.3,3.57,8.55,214971.356
1237.9,3.46,8.7,27170.58
225,4.33,8.48,5643.75
593.5,3.59,8.47,13425.4
116.3,6.53,8.8,3807.315
241.9,4.67,8.33,5548.35
298.5,4.38,8.55,6913.31
436.3,4.23,8.6,10457.852
589.2,3.66,8.52,13104.28
405.2,3.74,8.26,8017.91
739.9,3.44,8.36,15754.66
99.2,3.74,8.51,2395.08
222.3,3.5,8.39,4738.42
319.6,3.53,8.46,6671.26
1056.7,3.46,8.4,22471.53
1372.6,3.64,8.41,28470.44
932.5,3.64,8.35,19385.68
210.9,4.07,8.43,4502.16
123.1,3.36,8.58,2397.28
1690.9,3.9,8.64,37979.61
4490.9,3.69,8.42,95624.509
2181.9,3.95,8.46,51518.19
14.4,4.72,8.41,343.97
1395.9,3.87,8.32,29036.85
61.8,6.99,8.6,2116.222
602.5,4.47,8.65,15125.481
5078.6,3.69,8.62,128116.23
83,7.54,9.03,3212.896
394.4,3.65,8.47,9357.72
280.5,6.22,8.62,6968.082
821.9,3.6,8.61,17809.04
1331.3,3.82,8.39,31805.72
1983.8,3.59,8.41,43680.56
1345.4,3.72,8.88,32083.79
1371.2,3.63,8.45,31202.95
5673.7,3.59,8.48,133437.46
1101,3.6,8.42,22819.86
2262,3.68,8.42,50792.94
196.3,3.97,8.6,4740.77
1051.9,3.67,8.6,22833.3
75.4,3.49,8.52,1573.79
562.1,3.85,8.43,12383.27
450,3.84,8.49,10047.64
182.7,3.41,8.4,3930.65
1161.7,6.18,8.88,36039.208
251.7,4.96,8.21,6628.709
137.5,7.25,8.96,5553.764
1312.5,5.14,8.56,32700.245
4643.9,3.5,8.13,90222.13
117.7,7.28,8.7,4616.064
2691.2,3.97,8.31,55110.404
758.8,6.42,8.98,27109.565
76.9,3.81,8.48,1777.9
545.7,5.6,8.65,16011.347
31,7.23,8.96,1281.731
10124.9,3.38,8.27,204112.06
261.9,4.03,8.06,5304
505.5,7.27,8.73,19325.727
22.4,7.91,8.93,957.542
15175,4.82,8.6,399321.485
13924.4,4.96,8.63,375777.89
63.2,2.93,8.32,1075.66
197.7,5.06,8.58,4771.65
1037.1,4.16,8.3,21865.544
502.9,3.44,8.7,9473.04
576.5,3.3,8.43,10383.81
786.4,3.88,8.27,15466.08
226.5,3.23,7.58,3084.31
1640,3.34,8.32,32879.79
965.6,3.69,8.35,20313.333
3224.4,3.59,8.25,66931.99
89.5,3.53,8.12,1468.28
1707.1,3.26,8.17,29270.33
638.4,3.57,8.1,11596.555
988.2,3.44,8.05,17131.86
97.1,7.84,9.04,3923.458
1620.3,4.55,8.37,36518.26
282.6,6.29,9.31,9068.91
1226.9,6.13,9.04,38788.544
263.2,7.57,9.02,9904.744
48.3,6.29,8.24,1409.749
58.2,3.05,8.58,900.295
312,3.75,8.41,7132.73
2753.6,3.81,8.44,62455.31
1604.6,3.69,8.22,30603.46
15405.7,3.95,8.46,355480.955
832.5,3.78,8.25,17132.13
7157.1,3.43,8.17,142769.96
205.3,5.8,8.47,6220.25
1296.9,5.45,8.71,39864.908
12728.5,3.5,8.55,285613.295
1174.4,7.03,8.9,45118.62
8504.8,3.29,8.49,165072.445
323.5,2.96,7.65,5376.29
9521.6,3.54,8.62,219914.455
108.1,7.36,8.98,3901.931
646.5,7.18,8.94,24601.574
36.4,4.58,8.29,933.84
990.9,3.58,8.35,20299.71
860.7,6.34,8.79,28725.256
2272.3,5.05,8.41,55269.8
39.4,4.59,8.54,914.29
1332.5,4.71,8.53,36245.866
592.8,7.48,8.89,24734.61
12031.5,4.17,8.58,280030.452
684.2,7.63,8.87,27649.722
130.8,6.04,8.93,4412.709
345.5,7.88,8.99,15277.163
695.8,6.01,8.93,23121.374
72.6,3.04,8.67,1472.865
25.5,5.86,8.73,797.673
4641,3.64,8.81,105161.87
137.2,6.24,9,4800.158
574.5,3.45,8.22,10554.07
248.3,6.49,8.73,8274.943
976.5,3.59,8.38,20281.105
436.1,4.34,8.39,9265.261
1249.6,3.33,8.26,23064.59
7410.3,4.82,8.6,187252.35
32.1,3.18,7.95,495.04
3149.1,3.46,8.45,71543.44
822.2,4.55,8.54,19604.99
2338,3.38,8.32,49168.42
4547.5,3.53,8.48,105547.77
2713.8,3.56,8.54,61799.89
1193.2,3.41,8.44,24282.17
587.3,3.88,8.58,12539.57
15.9,3.45,8.48,290.53
2859.1,3.63,8.4,59280.8
3799.6,3.55,8.27,81374.17
3223,3.7,8.1,62683.615
442.4,3.99,8.42,10498.42
23.5,6.68,8.08,876.41
5042.2,3.62,8.41,116226.62
350.9,3.63,8.52,7574.555
84.2,5.29,8.74,2256.93
20832,3.55,8.44,459211.42
472.7,3.2,8.26,7848.59
8002.8,4.02,8.47,176814.372
3941.9,5.28,8.65,112036.794
772.7,3.57,8.37,17424.85
1290.1,3.87,8.37,26258.115
2243.8,3.65,8.27,44792.57
3640.8,3.41,8.23,71434.88
2479.3,4,8.53,62096.065
991.5,4.58,8.51,25896.522
34.6,3.88,7.78,677.16
14.7,4.68,8.07,341.67
4809.4,3.27,8.2,87472.455
1137.8,4.94,8.46,27460.81
1778,3.73,8.45,41672.691
58.4,5.66,8.76,1875.295
189,8.31,9.02,8876.467
8467.1,4.15,8.62,190664.535
754.1,3.43,8.36,14215.65
659.3,3.65,8.09,11709.011
31.8,6.37,9,1133.722
845.9,6.6,9.05,28739.022
3806.6,4.88,8.65,95463.548
460.3,3.91,8.17,8849.329
1494,5.1,8.41,39001.564
4281.3,3.53,8.3,86765.84
2113.8,2.65,8.23,28720.47
647.3,2.99,7.94,10139.91
719.3,3.65,8.1,13411.27
51.9,3.91,8.05,987.06
1163.7,5.83,8.73,35044.869
63.1,4.23,8.68,1520.73
1737.9,4.5,8.56,43027.119
11,4.18,8.42,259.6
145.5,6.86,8.92,4885.543
548.2,3.62,8.28,10854.84
521.3,5.43,8.68,13371.58
1969.6,3.74,8.59,47395.19
197.8,5.9,8.95,5251.526
260.7,4.82,8.9,6449.38
603.8,3.54,8.39,12741.99
1586.7,3.7,8.52,35459.69
303,3.75,8.47,7009.35
359.6,3.22,8.31,7053.89
181.2,4.27,8.54,4284.88
1139.2,3.36,8.56,24641.21
131.7,5.45,8.54,3050.07
178.9,3.43,8.32,3572.78
31,3.65,8.34,566.72
559.7,3.53,8.38,12198.97
189,3.33,8.4,3981.41
16.5,3.51,8.37,309.92
798.6,8.07,9.08,32707.798
28,3.98,7.96,471.6
354,7.04,8.87,12487.86
447.6,3.75,8.41,9415.53
1169.4,3.59,8.5,25765.43
843.6,3.85,8.51,20256.78
3819.9,3.86,8.44,92658.774
882.6,3.72,8.49,19363.63
366.2,4.14,8.44,8732.974
205.6,5.38,9.12,5610.617
239.2,6.28,8.9,7099.161
287.8,6.89,8.83,9958.208
298.1,3.65,8.45,7017.04
1445.3,3.67,8.4,32310.188
70.6,3.86,8.42,1655.29
4404.5,3.64,8.6,106665.34
313.8,3.81,8.6,6723.572
3581.6,3.75,8.58,83926.02
121,3.8,8.55,2692.94
2,3.5,8.6,50.2
273.7,3.44,8.67,5884.01
665.9,4.29,8.55,16089.95
461.7,3.56,8.28,9333.78
744.7,3.35,8.67,16395.01
1089.9,3.46,8.55,24486.65
1157.4,3.62,8.44,25334.35
671.5,3.57,8.36,13854.94
439.9,3.79,8.44,9822.43
25.2,3.95,8.52,630.81
89.8,3.55,8.49,2189.97
781.8,3.69,8.3,16355.666
176.3,2.76,8.3,2843.51
128.6,4.14,8.19,2740.78
8944.2,3.82,8.4,200228.095
2530.2,4.1,8.49,57866.935
6848.8,3.33,8.17,125576.74
61.4,7.87,8.8,2602.567
166.6,4.56,9.01,3981.486
9902.2,3.46,8.08,192992.44
134.3,5.2,8.74,3649.097
354.8,8,8.74,14369.553
35944.5,3.5,8.54,831311.605
4070,3.5,8.33,79277.715
100.2,6.42,8.93,3633.587
365.5,3.6,8.28,7617.54
604,7.54,8.97,25108.826
266.3,5.05,8.37,7355.426
185.7,3.65,8.12,3746.44
1965.4,3.54,8.42,40228.705
813.3,6.62,8.97,31282.392
282.7,5.16,8.71,8349.742
2010.8,4.1,8.39,42181.35
2522.6,6.33,8.87,91243.622
1451.1,4.06,8.49,32334.218
174.3,6.08,8.6,5567.503
1318.9,3.84,8.21,25189.585
420.6,3.87,8.48,9078.92
251,7.22,8.52,9389.549
254.7,3.09,8.1,4504.865
2864.5,3.45,8.42,63934.25
17581.7,3.62,8.37,391467.415
3868.6,3.43,8.29,75349.97
604,8.02,9.14,25543.79
1987.5,4.1,8.53,46852.76
2273.9,4.73,8.46,50774.98
1164.3,3.48,8.55,23739.29
1948.4,5.17,8.55,54567.565
973.8,3.92,8.76,21580.174
478.4,4.95,8.8,11129.762
506.7,6.38,8.9,15938.524
134.8,3.55,8.32,2393.36
388,3.53,8.11,6971.3
252.8,3.46,8.12,4204.6
1874.6,3.6,8.32,39821.88
6868.5,3.9,8.45,159607.91
252.7,3.89,8.36,4985.845
299.7,4.46,8.5,6237.67
269.8,3.28,7.78,3773.81
18.4,2.73,7.61,211.5
15.5,5.97,8.37,463.706
829,3.9,8.48,19521.15
1761.5,3.42,8.46,39620.09
1456.9,3.45,8.5,33025.68
339.4,5.45,8.59,10280.928
1192.5,4.18,8.59,28210.58
149.5,7.09,8.92,5208.387
420.7,4.84,8.59,10281.345
1113,3.86,8.5,25279.03
135.2,6.12,9.09,4188.02
595.6,3.64,8.34,12582.21
4145.5,3.47,8.41,93308.84
553.7,4.51,8.46,13395.64
482.8,3.48,8.47,10412.67
302.4,3.7,8.54,6852.14
98.8,3.95,8.42,2088.9
262.6,4.92,8.5,5814.46
387.4,3.34,8.46,8852.83
130.5,3.31,8.38,2761
51.6,3.49,8.33,1193.52
366.4,3.09,8.32,6234.965
153.9,4.07,8.44,3146.835
1.1,5.7,8.4,30.932
330.5,3.37,8.23,6779.52
310.6,6.26,8.95,10091.086
114.9,3.42,8.4,2581.53
65.5,3.21,8.37,1385.17
8098.8,3.8,8.39,189452.356
1325.7,3.88,8.54,33227.733
884.7,4.02,8.64,20683.87
567.9,3.78,8.37,13033.11
285,4.03,8.29,5973.55
1107.2,3.52,8.58,24143.5
1641.5,3.45,8.47,39805.72
265.7,3.59,8.31,5278.57
443.4,3.69,8.49,9215.64
517.4,3.49,8.3,9941.8
197.7,3.47,8.47,4079.77
2741.6,3.41,8.49,63984.1
19,7.35,8.98,508.66
134.4,3.51,8.47,3304.11
198.1,3.37,8.05,3290.69
2288.7,3.65,8.59,49478.79
7900.1,4.76,8.58,198262.252
24.5,3.6,8.34,458.5
834.8,3.91,8.49,19519.26
1005.9,6.94,9.53,35559.906
1449.3,3.42,8.28,28335.09
5273.1,3.97,8.63,126250.51
85,3.43,7.68,1211.98
959.9,4.1,8.59,22670.29
41.9,6.2,9.34,1321.223
2516.3,4.52,8.37,57126.96
1876.9,3.91,8.44,43255.96
724.8,4.07,8.5,17261.19
1996.2,3.61,8.32,42973.45
233.4,4.39,8.58,5787.72
1266.5,3.53,8.92,29939.76
342.6,3.58,8.42,7144.87
1765.4,3.55,8.53,42012.96
97.6,7.39,9.55,3272.567
389.5,3.94,8.51,9149.94
930.4,4.8,8.54,22038.79
1087.5,3.74,8.67,24917.07
1470.7,3.64,8.54,33915.73
410,3.47,8.43,9395.43
1086.7,4.55,8.52,25887.01
456.5,3.99,8.44,10189.24
370,4.19,8.4,7670.28
324.5,5.02,8.86,8332.88
221.7,3.72,8.36,4397.03
310,3.8,8.49,6893.56
408.9,3.62,8.35,8555.47
327.3,3.21,8.25,5957.98
89.6,3.63,8.46,1858.56
53,3.31,8.37,1101.24
114.5,3.49,8.37,2520.17
54.6,3.4,8.35,1143.21
22.8,3.31,8.33,519.05
